RANKED SIMILARITIES: 1 (converts to 0, then to 0) 
7 96 1.84640531394 (25, 21) mlgrad
7 46 1.85786244298 (93, 81) sloan
7 43 1.86204124697 (101, 89) mlgrad
7 72 1.86230552359 (81, 70) sloan
7 65 1.8722477541 (53, 44) mlgrad
7 49 1.88629328501 (50, 42) mlgrad
7 29 1.88666910054 (4, 2) mlgrad
7 74 1.88948346954 (75, 64) mlgrad
7 85 1.89408025537 (6, 4) mlgrad
7 26 1.89595992649 (63, 53) 1styeargrad
7 61 1.8969973693 (79, 68) mlfrosh
7 86 1.90010059746 (8, 6) mlgrad
7 24 1.90138942946 (78, 67) mlfrosh
7 12 1.90383969996 (97, 85) sloan
7 70 1.90469376557 (40, 34) mlfrosh
7 17 1.90665358467 (0, 0) 5 year media lab
7 23 1.91294676133 (61, 51) sloan
7 22 1.91340425886 (49, 41) sloan
7 42 1.91434430239 (51, 0) 
7 10 1.92420134686 (37, 32) mlgrad
7 5 1.92917785243 (24, 0) 
7 93 1.9338660921 (65, 54) mlgrad
7 28 1.93933844365 (0, 0) 6years
7 81 1.94123411582 (19, 16) 1styeargrad
7 84 1.94266855943 (77, 66) sloan
7 66 1.94675207627 (42, 36) sloan
7 11 1.94757918025 (88, 76) 1styeargrad
7 36 1.95160446122 (54, 45) sloan
7 4 1.9521936406 (55, 46) sloan
7 9 1.95439414956 (0, 0) mlUrop
7 21 1.95769749601 (103, 91) mlgrad
7 50 1.96292704085 (86, 74) sloan
7 19 1.96688312402 (56, 47) sloan
7 13 1.9704951578 (87, 75) mlstaff
7 56 1.97284666523 (95, 83) sloan
7 38 1.97304592123 (52, 43) sloan
7 60 1.97370503846 (67, 56) mlgrad
7 39 1.97431528343 (60, 50) mlgrad
7 25 inf (0, 0) sloan
7 48 inf (0, 0) Germany
7 52 inf (0, 0) 
7 53 inf (43, 37) mlgrad
7 55 inf (0, 0) urop_hd
7 64 inf (66, 55) sloan
7 67 inf (0, 0) sloan
7 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 8 (converts to 18, then to 0) 
8 44 1.14466776819 (0, 0) 3rdyeargrad
8 14 1.16963886502 (16, 14) 1styeargrad
8 18 1.17806542986 (30, 26) mlgrad
8 54 1.17963062726 (91, 0) mlgrad
8 89 1.18078088659 (26, 22) 1styeargrad
8 16 1.30577510072 (102, 90) mlurop
8 51 1.3068716996 (58, 49) 1styeargrad
8 7 1.36634638703 (21, 18) 1styeargrad
8 73 1.42843868409 (70, 59) sloan
8 68 1.42876359113 (38, 33) mlfrosh
8 75 1.43481102224 (100, 88) 1styeargrad
8 95 1.43497645261 (9, 7) professor
8 83 1.44305193601 (5, 3) mlgrad
8 34 1.4449100203 (96, 84) mlgrad
8 79 1.45025289717 (76, 65) sloan
8 32 1.48695024678 (0, 0) graduated
8 31 1.50023071999 (0, 0) sloan
8 41 1.53749263882 (0, 0) prof
8 3 1.57643022213 (32, 28) mlfrosh
8 37 1.59521648805 (94, 82) mlgrad
8 88 1.60051854142 (17, 15) mlstaff
8 45 1.60798704372 (84, 73) sloan
8 33 1.62503965081 (41, 35) mlstaff
8 63 1.64194028762 (36, 31) mlgrad
8 69 1.64839986079 (28, 24) 1styeargrad
8 97 1.65038521215 (22, 19) 1styeargrad
8 76 1.66110467908 (82, 71) 1styeargrad
8 40 1.66523609709 (98, 86) sloan
8 94 1.66867783176 (10, 8) mlgrad
8 20 1.81445777315 (74, 63) sloan
8 35 1.81651394993 (0, 0) sloan
8 72 1.86740402183 (81, 70) sloan
8 78 1.88470738396 (12, 10) mlgrad
8 15 1.88470738396 (15, 13) 1styeargrad
8 65 1.88470738396 (53, 44) mlgrad
8 91 1.88470780567 (35, 30) mlgrad
8 47 1.88470821188 (90, 78) mlgrad
8 82 1.88470821188 (83, 72) mlgrad
8 2 1.88470821188 (29, 25) mlgrad
8 57 1.88476285424 (23, 20) mlgrad
8 77 1.88476285424 (89, 77) sloan
8 90 1.88476285424 (13, 11) grad
8 96 1.88476285424 (25, 21) mlgrad
8 80 1.88476285424 (27, 23) mlgrad
8 27 1.88476285424 (34, 0) 
8 71 1.88476285424 (20, 17) 1styeargrad
8 58 1.88476285424 (33, 29) mlfrosh
8 43 1.88476321777 (101, 89) mlgrad
8 62 1.88476368215 (104, 92) mlgrad
8 30 1.88476368215 (68, 57) mlgrad
8 46 1.88476368215 (93, 81) sloan
8 6 1.88476368215 (3, 1) 1styeargrad
8 59 1.88476368215 (7, 5) grad
8 92 1.88476368215 (46, 39) sloan
8 49 1.88626831236 (50, 42) mlgrad
8 29 1.88663758864 (4, 2) mlgrad
8 74 1.88948346954 (75, 64) mlgrad
8 85 1.8940247851 (6, 4) mlgrad
8 26 1.89595992649 (63, 53) 1styeargrad
8 61 1.8969973693 (79, 68) mlfrosh
8 12 1.89935119963 (97, 85) sloan
8 86 1.90010251636 (8, 6) mlgrad
8 24 1.90139429777 (78, 67) mlfrosh
8 70 1.90469376557 (40, 34) mlfrosh
8 17 1.90665845299 (0, 0) 5 year media lab
8 23 1.91294676133 (61, 51) sloan
8 22 1.91340425886 (49, 41) sloan
8 42 1.91434430239 (51, 0) 
8 10 1.92420444106 (37, 32) mlgrad
8 5 1.92912723741 (24, 0) 
8 93 1.9338660921 (65, 54) mlgrad
8 28 1.93933844365 (0, 0) 6years
8 81 1.94123898414 (19, 16) 1styeargrad
8 84 1.94267342775 (77, 66) sloan
8 66 1.9456302802 (42, 36) sloan
8 11 1.94757918025 (88, 76) 1styeargrad
8 36 1.95160446122 (54, 45) sloan
8 4 1.95213817033 (55, 46) sloan
8 9 1.95433867929 (0, 0) mlUrop
8 21 1.95769749601 (103, 91) mlgrad
8 50 1.96292704085 (86, 74) sloan
8 19 1.96682765375 (56, 47) sloan
8 13 1.97043968753 (87, 75) mlstaff
8 56 1.97279119495 (95, 83) sloan
8 38 1.97304592123 (52, 43) sloan
8 60 1.97370901111 (67, 56) mlgrad
8 39 1.97431528343 (60, 50) mlgrad
8 25 inf (0, 0) sloan
8 48 inf (0, 0) Germany
8 52 inf (0, 0) 
8 53 inf (43, 37) mlgrad
8 55 inf (0, 0) urop_hd
8 64 inf (66, 55) sloan
8 67 inf (0, 0) sloan
8 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 9 (converts to 0, then to 0) mlUrop
9 19 1.13425557821 (56, 47) sloan
9 82 1.23126560022 (83, 72) mlgrad
9 4 1.27900458449 (55, 46) sloan
9 5 1.30314056922 (24, 0) 
9 29 1.36372078603 (4, 2) mlgrad
9 85 1.36530627858 (6, 4) mlgrad
9 56 1.40507817556 (95, 83) sloan
9 65 1.42278600375 (53, 44) mlgrad
9 78 1.45505459047 (12, 10) mlgrad
9 12 1.49167161477 (97, 85) sloan
9 13 1.50287661957 (87, 75) mlstaff
9 15 1.54459371099 (15, 13) 1styeargrad
9 47 1.5520701316 (90, 78) mlgrad
9 91 1.67956004863 (35, 30) mlgrad
9 2 1.94447605222 (29, 25) mlgrad
9 6 1.95432451895 (3, 1) 1styeargrad
9 8 1.95433867929 (18, 0) 
9 17 1.95439414956 (0, 0) 5 year media lab
9 86 1.95439414956 (8, 6) mlgrad
9 7 1.95439414956 (21, 18) 1styeargrad
9 68 1.95439414956 (38, 33) mlfrosh
9 14 1.95439414956 (16, 14) 1styeargrad
9 66 1.95439414956 (42, 36) sloan
9 97 1.95439414956 (22, 19) 1styeargrad
9 54 1.95439414956 (91, 0) mlgrad
9 95 1.95439414956 (9, 7) professor
9 22 1.95439414956 (49, 41) sloan
9 84 1.95439414956 (77, 66) sloan
9 16 1.95439414956 (102, 90) mlurop
9 27 1.95439414956 (34, 0) 
9 28 1.95439414956 (0, 0) 6years
9 43 1.95439414956 (101, 89) mlgrad
9 71 1.95439414956 (20, 17) 1styeargrad
9 35 1.95439414956 (0, 0) sloan
9 70 1.95439414956 (40, 34) mlfrosh
9 77 1.95439414956 (89, 77) sloan
9 90 1.95439414956 (13, 11) grad
9 93 1.95439414956 (65, 54) mlgrad
9 24 1.95439414956 (78, 67) mlfrosh
9 31 1.95439414956 (0, 0) sloan
9 44 1.95439414956 (0, 0) 3rdyeargrad
9 46 1.95439414956 (93, 81) sloan
9 63 1.95439414956 (36, 31) mlgrad
9 3 1.95439414956 (32, 28) mlfrosh
9 36 1.95439414956 (54, 45) sloan
9 57 1.95439414956 (23, 20) mlgrad
9 62 1.95439414956 (104, 92) mlgrad
9 88 1.95439414956 (17, 15) mlstaff
9 89 1.95439414956 (26, 22) 1styeargrad
9 96 1.95439414956 (25, 21) mlgrad
9 18 1.95439414956 (30, 26) mlgrad
9 37 1.95439414956 (94, 82) mlgrad
9 79 1.95439414956 (76, 65) sloan
9 11 1.95439414956 (88, 76) 1styeargrad
9 20 1.95439414956 (74, 63) sloan
9 30 1.95439414956 (68, 57) mlgrad
9 59 1.95439414956 (7, 5) grad
9 81 1.95439414956 (19, 16) 1styeargrad
9 10 1.95439414956 (37, 32) mlgrad
9 41 1.95439414956 (0, 0) prof
9 61 1.95439414956 (79, 68) mlfrosh
9 92 1.95439414956 (46, 39) sloan
9 94 1.95439414956 (10, 8) mlgrad
9 45 1.95439414956 (84, 73) sloan
9 76 1.95439414956 (82, 71) 1styeargrad
9 32 1.95439414956 (0, 0) graduated
9 72 1.95439414956 (81, 70) sloan
9 33 1.95439414956 (41, 35) mlstaff
9 75 1.95439414956 (100, 88) 1styeargrad
9 26 1.95439414956 (63, 53) 1styeargrad
9 34 1.95439414956 (96, 84) mlgrad
9 42 1.95439414956 (51, 0) 
9 80 1.95439414956 (27, 23) mlgrad
9 73 1.95439414956 (70, 59) sloan
9 58 1.95439414956 (33, 29) mlfrosh
9 23 1.95439414956 (61, 51) sloan
9 83 1.95439414956 (5, 3) mlgrad
9 49 1.95439414956 (50, 42) mlgrad
9 74 1.95439414956 (75, 64) mlgrad
9 21 1.95769749601 (103, 91) mlgrad
9 50 1.96292783164 (86, 74) sloan
9 69 1.97146506374 (28, 24) 1styeargrad
9 38 1.97304592123 (52, 43) sloan
9 60 1.97370983902 (67, 56) mlgrad
9 39 1.97431528343 (60, 50) mlgrad
9 40 1.98198989339 (98, 86) sloan
9 51 1.98367922438 (58, 49) 1styeargrad
9 25 inf (0, 0) sloan
9 48 inf (0, 0) Germany
9 52 inf (0, 0) 
9 53 inf (43, 37) mlgrad
9 55 inf (0, 0) urop_hd
9 64 inf (66, 55) sloan
9 67 inf (0, 0) sloan
9 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 10 (converts to 37, then to 32) mlgrad
10 30 0.965580940911 (68, 57) mlgrad
10 81 1.33298168888 (19, 16) 1styeargrad
10 96 1.36167593459 (25, 21) mlgrad
10 21 1.36213016737 (103, 91) mlgrad
10 28 1.40638415063 (0, 0) 6years
10 86 1.40791419552 (8, 6) mlgrad
10 74 1.42685838189 (75, 64) mlgrad
10 57 1.43502019181 (23, 20) mlgrad
10 39 1.43950609007 (60, 50) mlgrad
10 38 1.47637994515 (52, 43) sloan
10 62 1.52671273774 (104, 92) mlgrad
10 42 1.53382051257 (51, 0) 
10 50 1.565356756 (86, 74) sloan
10 84 1.56857019021 (77, 66) sloan
10 43 1.57815471382 (101, 89) mlgrad
10 72 1.63475486837 (81, 70) sloan
10 80 1.64155863961 (27, 23) mlgrad
10 35 1.68829309115 (0, 0) sloan
10 90 1.75429318432 (13, 11) grad
10 37 1.80196221767 (94, 82) mlgrad
10 71 1.92238719275 (20, 17) 1styeargrad
10 46 1.92399438854 (93, 81) sloan
10 17 1.92420134686 (0, 0) 5 year media lab
10 7 1.92420134686 (21, 18) 1styeargrad
10 29 1.92420134686 (4, 2) mlgrad
10 27 1.92420134686 (34, 0) 
10 24 1.92420134686 (78, 67) mlfrosh
10 65 1.92420134686 (53, 44) mlgrad
10 88 1.92420134686 (17, 15) mlstaff
10 76 1.92420134686 (82, 71) 1styeargrad
10 32 1.92420134686 (0, 0) graduated
10 58 1.92420134686 (33, 29) mlfrosh
10 83 1.92420134686 (5, 3) mlgrad
10 18 1.92420134883 (30, 26) mlgrad
10 68 1.92420160133 (38, 33) mlfrosh
10 89 1.92420187839 (26, 22) 1styeargrad
10 78 1.92420221499 (12, 10) mlgrad
10 95 1.92420279881 (9, 7) professor
10 94 1.92420299158 (10, 8) mlgrad
10 63 1.92420346572 (36, 31) mlgrad
10 15 1.92420396473 (15, 13) 1styeargrad
10 77 1.92420402142 (89, 77) sloan
10 97 1.92420418274 (22, 19) 1styeargrad
10 8 1.92420444106 (18, 0) 
10 20 1.92420474606 (74, 63) sloan
10 91 1.92420486277 (35, 30) mlgrad
10 85 1.92420526898 (6, 4) mlgrad
10 47 1.92420526898 (90, 78) mlgrad
10 22 1.92420526898 (49, 41) sloan
10 70 1.92420526898 (40, 34) mlfrosh
10 31 1.92420526898 (0, 0) sloan
10 2 1.92420526898 (29, 25) mlgrad
10 44 1.92420526898 (0, 0) 3rdyeargrad
10 6 1.92420526898 (3, 1) 1styeargrad
10 59 1.92420526898 (7, 5) grad
10 79 1.92420526898 (76, 65) sloan
10 92 1.92420526898 (46, 39) sloan
10 61 1.92420526898 (79, 68) mlfrosh
10 82 1.92420526898 (83, 72) mlgrad
10 45 1.92420526898 (84, 73) sloan
10 75 1.92420526898 (100, 88) 1styeargrad
10 26 1.92420526898 (63, 53) 1styeargrad
10 33 1.92420526898 (41, 35) mlstaff
10 73 1.92420526898 (70, 59) sloan
10 23 1.92420526898 (61, 51) sloan
10 49 1.92420526898 (50, 42) mlgrad
10 5 1.92917961348 (24, 0) 
10 14 1.93246354184 (16, 14) 1styeargrad
10 93 1.9338660921 (65, 54) mlgrad
10 16 1.93669686488 (102, 90) mlurop
10 54 1.93942531984 (91, 0) mlgrad
10 3 1.9398476986 (32, 28) mlfrosh
10 11 1.94757918025 (88, 76) 1styeargrad
10 66 1.94786548831 (42, 36) sloan
10 34 1.95098207934 (96, 84) mlgrad
10 36 1.95160446122 (54, 45) sloan
10 4 1.9521936406 (55, 46) sloan
10 41 1.95273553317 (0, 0) prof
10 9 1.95439414956 (0, 0) mlUrop
10 19 1.96688312402 (56, 47) sloan
10 12 1.97045928215 (97, 85) sloan
10 13 1.9704951578 (87, 75) mlstaff
10 69 1.97146382551 (28, 24) 1styeargrad
10 56 1.97284666523 (95, 83) sloan
10 60 1.9737059169 (67, 56) mlgrad
10 40 1.98198989339 (98, 86) sloan
10 51 1.98367922438 (58, 49) 1styeargrad
10 25 inf (0, 0) sloan
10 48 inf (0, 0) Germany
10 52 inf (0, 0) 
10 53 inf (43, 37) mlgrad
10 55 inf (0, 0) urop_hd
10 64 inf (66, 55) sloan
10 67 inf (0, 0) sloan
10 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 11 (converts to 88, then to 76) 1styeargrad
11 93 1.17343340383 (65, 54) mlgrad
11 61 1.20206896798 (79, 68) mlfrosh
11 26 1.20614964526 (63, 53) 1styeargrad
11 59 1.26518751788 (7, 5) grad
11 49 1.33607976114 (50, 42) mlgrad
11 71 1.35766693618 (20, 17) 1styeargrad
11 20 1.3893773986 (74, 63) sloan
11 46 1.39729366549 (93, 81) sloan
11 70 1.4112040279 (40, 34) mlfrosh
11 17 1.44163518135 (0, 0) 5 year media lab
11 24 1.47264945849 (78, 67) mlfrosh
11 35 1.52678500865 (0, 0) sloan
11 92 1.5269291306 (46, 39) sloan
11 27 1.54509729802 (34, 0) 
11 22 1.57351718839 (49, 41) sloan
11 58 1.57542509585 (33, 29) mlfrosh
11 66 1.58276871365 (42, 36) sloan
11 36 1.58670899341 (54, 45) sloan
11 23 1.71387235373 (61, 51) sloan
11 40 1.74190763226 (98, 86) sloan
11 77 1.81695167314 (89, 77) sloan
11 3 1.90792323521 (32, 28) mlfrosh
11 76 1.91717904709 (82, 71) 1styeargrad
11 60 1.93980631401 (67, 56) mlgrad
11 80 1.94193532404 (27, 23) mlgrad
11 97 1.94415374478 (22, 19) 1styeargrad
11 2 1.94677627833 (29, 25) mlgrad
11 89 1.94739478466 (26, 22) 1styeargrad
11 94 1.94754998819 (10, 8) mlgrad
11 85 1.94756301967 (6, 4) mlgrad
11 78 1.94757918025 (12, 10) mlgrad
11 86 1.94757918025 (8, 6) mlgrad
11 16 1.94757918025 (102, 90) mlurop
11 88 1.94757918025 (17, 15) mlstaff
11 54 1.94757918025 (91, 0) mlgrad
11 43 1.94757918025 (101, 89) mlgrad
11 33 1.94757918025 (41, 35) mlstaff
11 47 1.94757918025 (90, 78) mlgrad
11 57 1.94757918025 (23, 20) mlgrad
11 84 1.94757918025 (77, 66) sloan
11 90 1.94757918025 (13, 11) grad
11 95 1.94757918025 (9, 7) professor
11 15 1.94757918025 (15, 13) 1styeargrad
11 68 1.94757918025 (38, 33) mlfrosh
11 29 1.94757918025 (4, 2) mlgrad
11 7 1.94757918025 (21, 18) 1styeargrad
11 28 1.94757918025 (0, 0) 6years
11 37 1.94757918025 (94, 82) mlgrad
11 62 1.94757918025 (104, 92) mlgrad
11 81 1.94757918025 (19, 16) 1styeargrad
11 14 1.94757918025 (16, 14) 1styeargrad
11 18 1.94757918025 (30, 26) mlgrad
11 6 1.94757918025 (3, 1) 1styeargrad
11 65 1.94757918025 (53, 44) mlgrad
11 79 1.94757918025 (76, 65) sloan
11 82 1.94757918025 (83, 72) mlgrad
11 96 1.94757918025 (25, 21) mlgrad
11 30 1.94757918025 (68, 57) mlgrad
11 5 1.94757918025 (24, 0) 
11 10 1.94757918025 (37, 32) mlgrad
11 45 1.94757918025 (84, 73) sloan
11 72 1.94757918025 (81, 70) sloan
11 91 1.94757918025 (35, 30) mlgrad
11 44 1.94757918025 (0, 0) 3rdyeargrad
11 31 1.94757918025 (0, 0) sloan
11 32 1.94757918025 (0, 0) graduated
11 42 1.94757918025 (51, 0) 
11 63 1.94757918025 (36, 31) mlgrad
11 75 1.94757918025 (100, 88) 1styeargrad
11 83 1.94757918025 (5, 3) mlgrad
11 8 1.94757918025 (18, 0) 
11 74 1.94757918025 (75, 64) mlgrad
11 73 1.94757918025 (70, 59) sloan
11 34 1.95098207934 (96, 84) mlgrad
11 4 1.95206210369 (55, 46) sloan
11 41 1.95273644418 (0, 0) prof
11 9 1.95439414956 (0, 0) mlUrop
11 21 1.95769749601 (103, 91) mlgrad
11 50 1.96292783164 (86, 74) sloan
11 19 1.96688312402 (56, 47) sloan
11 12 1.97045928215 (97, 85) sloan
11 13 1.9704951578 (87, 75) mlstaff
11 69 1.97142255129 (28, 24) 1styeargrad
11 56 1.97284666523 (95, 83) sloan
11 38 1.97304592123 (52, 43) sloan
11 39 1.97431528343 (60, 50) mlgrad
11 51 1.98367922438 (58, 49) 1styeargrad
11 25 inf (0, 0) sloan
11 48 inf (0, 0) Germany
11 52 inf (0, 0) 
11 53 inf (43, 37) mlgrad
11 55 inf (0, 0) urop_hd
11 64 inf (66, 55) sloan
11 67 inf (0, 0) sloan
11 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 12 (converts to 97, then to 85) sloan
12 56 1.04817077338 (95, 83) sloan
12 4 1.4260788926 (55, 46) sloan
12 19 1.45816651488 (56, 47) sloan
12 9 1.49167161477 (0, 0) mlUrop
12 29 1.52094828674 (4, 2) mlgrad
12 5 1.56828544756 (24, 0) 
12 85 1.57541868155 (6, 4) mlgrad
12 13 1.59581914975 (87, 75) mlstaff
12 65 1.62491610473 (53, 44) mlgrad
12 78 1.62901944706 (12, 10) mlgrad
12 82 1.66470702014 (83, 72) mlgrad
12 91 1.70600207276 (35, 30) mlgrad
12 15 1.74553077884 (15, 13) 1styeargrad
12 47 1.85362782585 (90, 78) mlgrad
12 40 1.87771623604 (98, 86) sloan
12 73 1.88738217517 (70, 59) sloan
12 79 1.89555732395 (76, 65) sloan
12 14 1.898550439 (16, 14) 1styeargrad
12 31 1.89910187297 (0, 0) sloan
12 8 1.89935119963 (18, 0) 
12 44 1.90085677877 (0, 0) 3rdyeargrad
12 3 1.9015122428 (32, 28) mlfrosh
12 89 1.90156217647 (26, 22) 1styeargrad
12 94 1.90203367374 (10, 8) mlgrad
12 16 1.90311098995 (102, 90) mlurop
12 7 1.90383969996 (21, 18) 1styeargrad
12 54 1.90391544113 (91, 0) mlgrad
12 75 1.90475675093 (100, 88) 1styeargrad
12 41 1.90485897352 (0, 0) prof
12 69 1.90499484405 (28, 24) 1styeargrad
12 34 1.90499800929 (96, 84) mlgrad
12 83 1.90511685432 (5, 3) mlgrad
12 45 1.90534481138 (84, 73) sloan
12 95 1.9079588683 (9, 7) professor
12 68 1.90811267048 (38, 33) mlfrosh
12 18 1.90879015868 (30, 26) mlgrad
12 88 1.91016249113 (17, 15) mlstaff
12 97 1.91110976588 (22, 19) 1styeargrad
12 33 1.92340553307 (41, 35) mlstaff
12 32 1.92357556824 (0, 0) graduated
12 37 1.92391336207 (94, 82) mlgrad
12 63 1.92524498786 (36, 31) mlgrad
12 76 1.92551013119 (82, 71) 1styeargrad
12 51 1.92766726595 (58, 49) 1styeargrad
12 20 1.93399634062 (74, 63) sloan
12 35 1.94008641374 (0, 0) sloan
12 72 1.94179802591 (81, 70) sloan
12 2 1.95959848278 (29, 25) mlgrad
12 6 1.97041340073 (3, 1) 1styeargrad
12 66 1.97045571403 (42, 36) sloan
12 17 1.97045928215 (0, 0) 5 year media lab
12 86 1.97045928215 (8, 6) mlgrad
12 22 1.97045928215 (49, 41) sloan
12 84 1.97045928215 (77, 66) sloan
12 28 1.97045928215 (0, 0) 6years
12 43 1.97045928215 (101, 89) mlgrad
12 70 1.97045928215 (40, 34) mlfrosh
12 77 1.97045928215 (89, 77) sloan
12 27 1.97045928215 (34, 0) 
12 46 1.97045928215 (93, 81) sloan
12 71 1.97045928215 (20, 17) 1styeargrad
12 90 1.97045928215 (13, 11) grad
12 93 1.97045928215 (65, 54) mlgrad
12 96 1.97045928215 (25, 21) mlgrad
12 21 1.97045928215 (103, 91) mlgrad
12 24 1.97045928215 (78, 67) mlfrosh
12 62 1.97045928215 (104, 92) mlgrad
12 36 1.97045928215 (54, 45) sloan
12 57 1.97045928215 (23, 20) mlgrad
12 11 1.97045928215 (88, 76) 1styeargrad
12 30 1.97045928215 (68, 57) mlgrad
12 59 1.97045928215 (7, 5) grad
12 81 1.97045928215 (19, 16) 1styeargrad
12 10 1.97045928215 (37, 32) mlgrad
12 61 1.97045928215 (79, 68) mlfrosh
12 50 1.97045928215 (86, 74) sloan
12 92 1.97045928215 (46, 39) sloan
12 80 1.97045928215 (27, 23) mlgrad
12 26 1.97045928215 (63, 53) 1styeargrad
12 42 1.97045928215 (51, 0) 
12 58 1.97045928215 (33, 29) mlfrosh
12 23 1.97045928215 (61, 51) sloan
12 49 1.97045928215 (50, 42) mlgrad
12 74 1.97045928215 (75, 64) mlgrad
12 38 1.97304592123 (52, 43) sloan
12 60 1.97370983902 (67, 56) mlgrad
12 39 1.97431528343 (60, 50) mlgrad
12 25 inf (0, 0) sloan
12 48 inf (0, 0) Germany
12 52 inf (0, 0) 
12 53 inf (43, 37) mlgrad
12 55 inf (0, 0) urop_hd
12 64 inf (66, 55) sloan
12 67 inf (0, 0) sloan
12 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 13 (converts to 87, then to 75) mlstaff
13 5 0.834785181965 (24, 0) 
13 29 1.26747937182 (4, 2) mlgrad
13 78 1.40652528606 (12, 10) mlgrad
13 9 1.50287661957 (0, 0) mlUrop
13 56 1.53057722968 (95, 83) sloan
13 85 1.535779653 (6, 4) mlgrad
13 65 1.55152829468 (53, 44) mlgrad
13 19 1.59083894115 (56, 47) sloan
13 12 1.59581914975 (97, 85) sloan
13 4 1.62565260811 (55, 46) sloan
13 82 1.6847203146 (83, 72) mlgrad
13 91 1.69502764357 (35, 30) mlgrad
13 15 1.78369149961 (15, 13) 1styeargrad
13 47 1.84263676773 (90, 78) mlgrad
13 2 1.96229111843 (29, 25) mlgrad
13 6 1.9703175016 (3, 1) 1styeargrad
13 8 1.97043968753 (18, 0) 
13 17 1.9704951578 (0, 0) 5 year media lab
13 86 1.9704951578 (8, 6) mlgrad
13 7 1.9704951578 (21, 18) 1styeargrad
13 68 1.9704951578 (38, 33) mlfrosh
13 66 1.9704951578 (42, 36) sloan
13 14 1.9704951578 (16, 14) 1styeargrad
13 54 1.9704951578 (91, 0) mlgrad
13 97 1.9704951578 (22, 19) 1styeargrad
13 28 1.9704951578 (0, 0) 6years
13 84 1.9704951578 (77, 66) sloan
13 16 1.9704951578 (102, 90) mlurop
13 43 1.9704951578 (101, 89) mlgrad
13 22 1.9704951578 (49, 41) sloan
13 35 1.9704951578 (0, 0) sloan
13 71 1.9704951578 (20, 17) 1styeargrad
13 95 1.9704951578 (9, 7) professor
13 27 1.9704951578 (34, 0) 
13 90 1.9704951578 (13, 11) grad
13 93 1.9704951578 (65, 54) mlgrad
13 21 1.9704951578 (103, 91) mlgrad
13 24 1.9704951578 (78, 67) mlfrosh
13 31 1.9704951578 (0, 0) sloan
13 44 1.9704951578 (0, 0) 3rdyeargrad
13 46 1.9704951578 (93, 81) sloan
13 63 1.9704951578 (36, 31) mlgrad
13 70 1.9704951578 (40, 34) mlfrosh
13 3 1.9704951578 (32, 28) mlfrosh
13 62 1.9704951578 (104, 92) mlgrad
13 96 1.9704951578 (25, 21) mlgrad
13 36 1.9704951578 (54, 45) sloan
13 57 1.9704951578 (23, 20) mlgrad
13 89 1.9704951578 (26, 22) 1styeargrad
13 37 1.9704951578 (94, 82) mlgrad
13 59 1.9704951578 (7, 5) grad
13 79 1.9704951578 (76, 65) sloan
13 81 1.9704951578 (19, 16) 1styeargrad
13 88 1.9704951578 (17, 15) mlstaff
13 10 1.9704951578 (37, 32) mlgrad
13 11 1.9704951578 (88, 76) 1styeargrad
13 18 1.9704951578 (30, 26) mlgrad
13 20 1.9704951578 (74, 63) sloan
13 77 1.9704951578 (89, 77) sloan
13 92 1.9704951578 (46, 39) sloan
13 94 1.9704951578 (10, 8) mlgrad
13 30 1.9704951578 (68, 57) mlgrad
13 61 1.9704951578 (79, 68) mlfrosh
13 41 1.9704951578 (0, 0) prof
13 45 1.9704951578 (84, 73) sloan
13 50 1.9704951578 (86, 74) sloan
13 72 1.9704951578 (81, 70) sloan
13 76 1.9704951578 (82, 71) 1styeargrad
13 32 1.9704951578 (0, 0) graduated
13 75 1.9704951578 (100, 88) 1styeargrad
13 26 1.9704951578 (63, 53) 1styeargrad
13 33 1.9704951578 (41, 35) mlstaff
13 34 1.9704951578 (96, 84) mlgrad
13 42 1.9704951578 (51, 0) 
13 80 1.9704951578 (27, 23) mlgrad
13 58 1.9704951578 (33, 29) mlfrosh
13 73 1.9704951578 (70, 59) sloan
13 83 1.9704951578 (5, 3) mlgrad
13 23 1.9704951578 (61, 51) sloan
13 49 1.9704951578 (50, 42) mlgrad
13 74 1.9704951578 (75, 64) mlgrad
13 69 1.97146506374 (28, 24) 1styeargrad
13 38 1.97304592123 (52, 43) sloan
13 60 1.97370983902 (67, 56) mlgrad
13 39 1.97431528343 (60, 50) mlgrad
13 40 1.98198989339 (98, 86) sloan
13 51 1.98367922438 (58, 49) 1styeargrad
13 25 inf (0, 0) sloan
13 48 inf (0, 0) Germany
13 52 inf (0, 0) 
13 53 inf (43, 37) mlgrad
13 55 inf (0, 0) urop_hd
13 64 inf (66, 55) sloan
13 67 inf (0, 0) sloan
13 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 14 (converts to 16, then to 14) 1styeargrad
14 18 1.15948545805 (30, 26) mlgrad
14 8 1.16963886502 (18, 0) 
14 54 1.18456858193 (91, 0) mlgrad
14 89 1.22829323337 (26, 22) 1styeargrad
14 44 1.22966836973 (0, 0) 3rdyeargrad
14 51 1.31721038935 (58, 49) 1styeargrad
14 16 1.32217132959 (102, 90) mlurop
